iter	Passed	Remaining
2582	77779	223340
2583	77815	223328
2584	77844	223293
2585	77870	223253
2586	77899	223220
2587	77926	223181
2588	77955	223147
2589	77984	223114
2590	78013	223079
2591	78043	223051
2592	78073	223019
2593	78100	222982
2594	78128	222945
2595	78156	222908
2596	78183	222870
2597	78212	222835
2598	78242	222806
2599	78272	222774
2600	78302	222744
2601	78333	222717
2602	78362	222684
2603	78392	222653
2604	78424	222628
2605	78455	222600
2606	78483	222566
2607	78511	222530
2608	78542	222502
2609	78573	222474
2610	78603	222444
2611	78634	222415
2612	78665	222387
2613	78694	222355
2614	78725	222327
2615	78757	222303
2616	78786	222269
2617	78824	222263
2618	78854	222230
2619	78883	222198
2620	78910	222159
2621	78941	222130
2622	78970	222098
2623	79001	222071
2624	79032	222044
2625	79063	222015
2626	79094	221987
2627	79121	221949
2628	79153	221925
2629	79184	221895
2630	79213	221865
2631	79244	221836
2632	79272	221799
2633	79302	221768
2634	79329	221732
2635	79356	221693
2636	79384	221655
2637	79411	221617
2638	79441	221586
2639	79469	221551
2640	79495	221510
2641	79523	221473
2642	79550	221434
2643	79579	221400
2644	79607	221366
2645	79635	221330
2646	79664	221297
2647	79692	221260
2648	79721	221226
2649	79748	221189
2650	79775	221149
2651	79802	221111
2652	79835	221089
2653	79863	221054
2654	79891	221019
2655	79919	220982
2656	79948	220949
2657	79977	220916
2658	80005	220880
2659	80034	220846
2660	80063	220813
2661	80094	220787
2662	80122	220750
2663	80152	220719
2664	80181	220686
2665	80208	220647
2666	80236	220611
2667	80267	220583
2668	80295	220549
2669	80324	220516
2670	80355	220488
2671	80385	220459
2672	80415	220428
2673	80444	220394
2674	80474	220364
2675	80501	220326
2676	80531	220295
2677	80560	220261
2678	80590	220233
2679	80620	220202
2680	80649	220168
2681	80681	220144
2682	80711	220115
2683	80742	220086
2684	80772	220056
2685	80802	220026
2686	80831	219993
2687	80870	219985
2688	80900	219957
2689	80929	219924
2690	80960	219896
2691	80990	219865
2692	81021	219839
2693	81052	219809
2694	81081	219777
2695	81110	219743
2696	81138	219709
2697	81171	219685
2698	81202	219659
2699	81232	219628
2700	81259	219589
2701	81287	219555
2702	81314	219516
2703	81342	219479
2704	81370	219444
2705	81397	219406
2706	81427	219375
2707	81457	219345
2708	81485	219309
2709	81513	219274
2710	81540	219236
2711	81569	219203
2712	81599	219172
2713	81625	219132
2714	81653	219097
2715	81682	219063
2716	81710	219026
2717	81741	218999
2718	81769	218963
2719	81797	218928
2720	81826	218895
2721	81855	218863
2722	81890	218846
2723	81918	218810
2724	81946	218775
2725	81973	218735
2726	82001	218700
2727	82029	218666
2728	82058	218633
2729	82087	218599
2730	82115	218564
2731	82147	218538
2732	82176	218506
2733	82204	218471
2734	82233	218437
2735	82261	218403
2736	82292	218374
2737	82323	218346
2738	82353	218316
2739	82383	218286
2740	82413	218256
2741	82442	218223
2742	82473	218194
2743	82505	218169
2744	82534	218137
2745	82565	218109
2746	82593	218074
2747	82623	218043
2748	82654	218016
2749	82682	217981
2750	82713	217953
2751	82743	217924
2752	82774	217896
2753	82805	217868
2754	82834	217836
2755	82866	217809
2756	82904	217801
2757	82931	217763
2758	82960	217730
2759	82988	217693
2760	83020	217669
2761	83053	217648
2762	83083	217616
2763	83112	217584
2764	83142	217554
2765	83170	217518
2766	83199	217485
2767	83229	217453
2768	83257	217418
2769	83285	217383
2770	83312	217347
2771	83338	217306
2772	83365	217267
2773	83396	217240
2774	83425	217205
2775	83454	217173
2776	83480	217132
2777	83508	217097
2778	83535	217061
2779	83565	217028
2780	83594	216995
2781	83621	216959
2782	83649	216924
2783	83678	216889
2784	83708	216860
2785	83740	216835
2786	83768	216801
2787	83795	216763
2788	83824	216729
2789	83851	216692
2790	83881	216661
2791	83914	216638
2792	83942	216604
2793	83969	216564
2794	83997	216529
2795	84024	216492
2796	84052	216456
2797	84081	216424
2798	84109	216389
2799	84137	216353
2800	84168	216325
2801	84196	216290
2802	84226	216259
2803	84256	216229
2804	84285	216198
2805	84315	216168
2806	84348	216144
2807	84380	216119
2808	84408	216085
2809	84439	216056
2810	84468	216023
2811	84498	215995
2812	84528	215962
2813	84557	215930
2814	84586	215897
2815	84615	215865
2816	84647	215839
2817	84678	215812
2818	84707	215779
2819	84738	215752
2820	84769	215724
2821	84799	215695
2822	84830	215665
2823	84860	215636
2824	84891	215609
2825	84927	215593
2826	84956	215562
2827	84988	215535
2828	85017	215504
2829	85046	215472
2830	85078	215445
2831	85108	215416
2832	85137	215383
2833	85167	215352
2834	85197	215322
2835	85228	215296
2836	85257	215261
2837	85285	215227
2838	85313	215192
2839	85341	215157
2840	85370	215123
2841	85397	215087
2842	85428	215059
2843	85455	215021
2844	85483	214985
2845	85512	214952
2846	85541	214919
2847	85570	214888
2848	85597	214850
2849	85625	214814
2850	85654	214781
2851	85682	214747
2852	85711	214714
2853	85740	214682
2854	85769	214647
2855	85797	214613
2856	85827	214583
2857	85855	214548
2858	85886	214520
2859	85913	214484
2860	85949	214467
2861	85978	214435
2862	86006	214400
2863	86032	214361
2864	86058	214320
2865	86085	214283
2866	86114	214250
2867	86143	214217
2868	86172	214184
2869	86204	214159
2870	86234	214130
2871	86266	214104
2872	86295	214072
2873	86326	214044
2874	86355	214010
2875	86386	213983
2876	86415	213950
2877	86445	213920
2878	86473	213886
2879	86504	213857
2880	86534	213827
2881	86563	213795
2882	86593	213764
2883	86623	213736
2884	86653	213706
2885	86683	213674
2886	86714	213647
2887	86744	213616
2888	86773	213583
2889	86802	213551
2890	86832	213521
2891	86862	213493
2892	86891	213459
2893	86922	213432
2894	86957	213413
2895	86986	213381
2896	87016	213352
2897	87045	213318
2898	87076	213291
2899	87104	213255
2900	87133	213222
2901	87164	213195
2902	87194	213164
2903	87223	213132
2904	87252	213099
2905	87278	213060
2906	87305	213023
2907	87333	212989
2908	87362	212955
2909	87391	212922
2910	87419	212887
2911	87449	212857
2912	87478	212824
2913	87506	212791
2914	87535	212756
2915	87565	212727
2916	87593	212692
2917	87621	212657
2918	87649	212623
2919	87678	212590
2920	87706	212556
2921	87734	212521
2922	87767	212498
2923	87796	212466
2924	87826	212434
2925	87855	212402
2926	87883	212367
2927	87910	212329
2928	87938	212295
2929	87974	212280
2930	88003	212246
2931	88030	212209
2932	88056	212171
2933	88083	212134
2934	88112	212100
2935	88138	212061
2936	88167	212028
2937	88196	211995
2938	88228	211971
2939	88258	211940
2940	88287	211906
2941	88317	211877
2942	88348	211850
2943	88377	211817
2944	88407	211788
2945	88437	211757
2946	88467	211728
2947	88498	211700
2948	88528	211669
2949	88557	211638
2950	88588	211610
2951	88619	211581
2952	88649	211553
2953	88682	211529
2954	88711	211496
2955	88740	211463
2956	88772	211439
2957	88800	211403
2958	88829	211372
2959	88859	211340
2960	88889	211312
2961	88918	211279
2962	88948	211248
2963	88987	211240
2964	89016	211208
2965	89047	211179
2966	89077	211149
2967	89107	211120
2968	89136	211088
2969	89167	211060
2970	89198	211032
2971	89225	210995
2972	89252	210956
2973	89279	210920
2974	89307	210885
2975	89338	210857
2976	89350	210784
2977	89379	210752
2978	89407	210718
2979	89437	210687
2980	89464	210650
2981	89492	210617
2982	89521	210584
2983	89551	210552
2984	89578	210517
2985	89608	210485
2986	89637	210453
2987	89664	210417
2988	89691	210379
2989	89719	210346
2990	89749	210315
2991	89777	210279
2992	89807	210250
2993	89834	210214
2994	89861	210177
2995	89889	210142
2996	89917	210108
2997	89948	210079
2998	89977	210047
2999	90014	210032
3000	90041	209996
3001	90069	209961
3002	90098	209929
3003	90124	209891
3004	90151	209854
3005	90180	209821
3006	90211	209792
3007	90243	209767
3008	90274	209741
3009	90304	209711
3010	90336	209684
3011	90364	209651
3012	90395	209622
3013	90425	209591
3014	90456	209564
3015	90486	209535
3016	90516	209504
3017	90547	209477
3018	90577	209446
3019	90607	209417
3020	90638	209388
3021	90667	209356
3022	90695	209323
3023	90726	209295
3024	90758	209269
3025	90787	209236
3026	90818	209209
3027	90849	209182
3028	90877	209147
3029	90909	209121
3030	90938	209090
3031	90969	209062
3032	91002	209038
3033	91040	209027
3034	91070	208995
3035	91100	208967
3036	91130	208937
3037	91162	208911
3038	91190	208877
3039	91219	208844
3040	91247	208811
3041	91274	208773
3042	91301	208736
3043	91329	208701
3044	91357	208666
3045	91386	208633
3046	91414	208600
3047	91443	208567
3048	91470	208530
3049	91499	208497
3050	91528	208466
3051	91557	208434
3052	91585	208399
3053	91612	208363
3054	91639	208326
3055	91667	208290
3056	91694	208253
3057	91722	208221
3058	91750	208184
3059	91778	208152
3060	91808	208122
3061	91837	208088
3062	91864	208053
3063	91893	208018
3064	91922	207987
3065	91949	207952
3066	91977	207915
3067	92003	207877
3068	92037	207856
3069	92066	207824
3070	92091	207784
3071	92118	207746
3072	92145	207709
3073	92173	207675
3074	92204	207648
3075	92236	207621
3076	92268	207596
3077	92301	207574
3078	92335	207551
3079	92366	207524
3080	92397	207497
3081	92426	207465
3082	92458	207439
3083	92489	207410
3084	92517	207377
3085	92548	207349
3086	92580	207324
3087	92610	207293
3088	92637	207258
3089	92667	207227
3090	92698	207199
3091	92726	207164
3092	92752	207126
3093	92783	207098
3094	92813	207069
3095	92843	207037
3096	92872	207007
3097	92901	206974
3098	92933	206949
3099	92963	206917
3100	92992	206887
3101	93024	206860
3102	93061	206847
3103	93090	206814
3104	93121	206786
3105	93150	206754
3106	93179	206723
3107	93208	206689
3108	93237	206657
3109	93264	206621
3110	93292	206587
3111	93322	206556
3112	93349	206520
3113	93378	206487
3114	93405	206452
3115	93433	206416
3116	93459	206378
3117	93487	206343
3118	93515	206309
3119	93543	206275
3120	93572	206243
3121	93601	206210
3122	93627	206173
3123	93658	206144
3124	93684	206105
3125	93713	206073
3126	93742	206041
3127	93775	206018
3128	93804	205985
3129	93833	205953
3130	93860	205918
3131	93890	205887
3132	93920	205857
3133	93947	205822
3134	93975	205786
3135	94003	205751
3136	94032	205720
3137	94068	205703
3138	94096	205669
3139	94124	205635
3140	94153	205603
3141	94183	205573
3142	94215	205547
3143	94246	205518
3144	94275	205488
3145	94307	205462
3146	94339	205436
3147	94372	205413
3148	94404	205386
3149	94433	205355
3150	94461	205322
3151	94492	205292
3152	94520	205258
3153	94547	205222
3154	94575	205188
3155	94605	205159
3156	94633	205124
3157	94663	205093
3158	94694	205065
3159	94723	205035
3160	94753	205003
3161	94781	204969
3162	94811	204939
3163	94842	204913
3164	94872	204882
3165	94902	204853
3166	94931	204821
3167	94959	204786
3168	94990	204758
3169	95021	204731
3170	95051	204701
3171	95087	204684
3172	95116	204651
3173	95148	204625
3174	95178	204596
3175	95206	204562
3176	95236	204531
3177	95263	204495
3178	95291	204460
3179	95320	204429
3180	95350	204400
3181	95379	204366
3182	95406	204331
3183	95435	204298
3184	95463	204264
3185	95491	204230
3186	95518	204194
3187	95546	204161
3188	95574	204125
3189	95602	204092
3190	95629	204056
3191	95658	204023
3192	95687	203990
3193	95715	203957
3194	95742	203921
3195	95770	203886
3196	95798	203852
3197	95828	203822
3198	95859	203794
3199	95886	203759
3200	95914	203724
3201	95943	203693
3202	95971	203658
3203	95999	203624
3204	96026	203587
3205	96054	203555
3206	96084	203524
3207	96116	203498
3208	96144	203464
3209	96173	203432
3210	96201	203399
3211	96231	203369
3212	96263	203342
3213	96291	203309
3214	96322	203279
3215	96351	203249
3216	96381	203219
3217	96412	203192
3218	96444	203165
3219	96475	203137
3220	96504	203104
3221	96533	203073
3222	96565	203047
3223	96594	203015
3224	96623	202983
3225	96652	202953
3226	96685	202928
3227	96715	202898
3228	96743	202865
3229	96776	202841
3230	96806	202812
3231	96835	202779
3232	96867	202752
3233	96896	202720
3234	96925	202689
3235	96956	202661
3236	96985	202630
3237	97016	202602
3238	97050	202580
3239	97080	202550
3240	97115	202532
3241	97143	202496
3242	97172	202465
3243	97199	202428
3244	97226	202392
3245	97254	202357
3246	97281	202323
3247	97310	202290
3248	97338	202257
3249	97367	202224
3250	97393	202187
3251	97421	202153
3252	97448	202115
3253	97477	202084
3254	97506	202052
3255	97536	202022
3256	97563	201986
3257	97591	201951
3258	97618	201917
3259	97648	201886
3260	97675	201851
3261	97703	201817
3262	97733	201787
3263	97761	201752
3264	97789	201719
3265	97816	201683
3266	97844	201649
3267	97874	201618
3268	97902	201584
3269	97931	201553
3270	97960	201521
3271	97987	201485
3272	98014	201449
3273	98042	201415
3274	98070	201381
3275	98098	201346
3276	98133	201327
3277	98160	201291
3278	98189	201259
3279	98218	201228
3280	98249	201201
3281	98280	201173
3282	98311	201145
3283	98340	201112
3284	98370	201083
3285	98400	201053
3286	98430	201023
3287	98462	200997
3288	98492	200967
3289	98522	200938
3290	98552	200907
3291	98581	200876
3292	98612	200847
3293	98645	200824
3294	98675	200795
3295	98705	200765
3296	98734	200732
3297	98762	200699
3298	98792	200669
3299	98820	200636
3300	98851	200607
3301	98881	200578
3302	98911	200549
3303	98942	200519
3304	98971	200487
3305	99000	200456
3306	99030	200427
3307	99059	200394
3308	99087	200361
3309	99117	200331
3310	99156	200318
3311	99183	200282
3312	99212	200252
3313	99239	200216
3314	99267	200182
3315	99297	200152
3316	99326	200120
3317	99355	200088
3318	99382	200052
3319	99410	200017
3320	99439	199987
3321	99469	199957
3322	99497	199923
3323	99525	199888
3324	99553	199855
3325	99580	199819
3326	99610	199789
3327	99640	199759
3328	99671	199731
3329	99696	199693
3330	99726	199662
3331	99755	199629
3332	99785	199601
3333	99813	199566
3334	99841	199533
3335	99870	199502
3336	99899	199470
3337	99927	199434
3338	99954	199399
3339	99983	199368
3340	100011	199333
3341	100039	199301
3342	100068	199268
3343	100095	199233
3344	100124	199201
3345	100153	199170
3346	100187	199147
3347	100215	199113
3348	100245	199083
3349	100274	199051
3350	100303	199019
3351	100334	198991
3352	100366	198967
3353	100397	198939
3354	100428	198910
3355	100457	198879
3356	100491	198856
3357	100523	198830
3358	100554	198804
3359	100585	198776
3360	100615	198746
3361	100646	198718
3362	100676	198688
3363	100707	198659
3364	100738	198632
3365	100768	198602
3366	100799	198574
3367	100829	198545
3368	100858	198514
3369	100889	198486
3370	100922	198462
3371	100952	198431
3372	100980	198399
3373	101011	198370
3374	101041	198340
3375	101071	198310
3376	101102	198283
3377	101133	198255
3378	101162	198222
3379	101200	198209
3380	101228	198175
3381	101258	198146
3382	101285	198110
3383	101316	198081
3384	101345	198051
3385	101372	198015
3386	101398	197977
3387	101425	197941
3388	101454	197910
3389	101484	197880
3390	101513	197847
3391	101539	197810
3392	101566	197775
3393	101595	197742
3394	101624	197711
3395	101653	197679
3396	101681	197645
3397	101710	197614
3398	101738	197580
3399	101766	197547
3400	101794	197513
3401	101821	197477
3402	101849	197443
3403	101875	197405
3404	101903	197372
3405	101933	197342
3406	101960	197306
3407	101987	197271
3408	102014	197235
3409	102044	197205
3410	102072	197172
3411	102101	197141
3412	102132	197112
3413	102160	197079
3414	102189	197046
3415	102223	197026
3416	102252	196994
3417	102282	196964
3418	102313	196937
3419	102342	196904
3420	102371	196873
3421	102402	196845
3422	102429	196810
3423	102458	196778
3424	102489	196749
3425	102520	196721
3426	102553	196697
3427	102583	196667
3428	102612	196637
3429	102642	196607
3430	102672	196577
3431	102703	196548
3432	102732	196517
3433	102761	196485
3434	102794	196461
3435	102824	196431
3436	102852	196397
3437	102881	196366
3438	102913	196340
3439	102945	196314
3440	102957	196249
3441	102988	196222
3442	103020	196196
3443	103050	196167
3444	103080	196137
3445	103110	196106
3446	103139	196074
3447	103167	196042
3448	103195	196007
3449	103230	195988
3450	103258	195955
3451	103286	195920
3452	103314	195887
3453	103343	195855
3454	103369	195818
3455	103397	195785
3456	103426	195753
3457	103454	195720
3458	103481	195684
3459	103509	195651
3460	103538	195618
3461	103563	195580
3462	103593	195551
3463	103605	195485
3464	103632	195451
3465	103659	195415
3466	103688	195383
3467	103716	195351
3468	103745	195318
3469	103772	195283
3470	103798	195245
3471	103826	195213
3472	103854	195180
3473	103882	195145
3474	103910	195113
3475	103938	195079
3476	103968	195048
3477	103997	195017
3478	104025	194984
3479	104054	194951
3480	104081	194917
3481	104110	194885
3482	104138	194853
3483	104167	194821
3484	104197	194791
3485	104228	194763
3486	104263	194743
3487	104293	194713
3488	104326	194688
3489	104356	194659
3490	104385	194628
3491	104416	194600
3492	104446	194570
3493	104476	194539
3494	104507	194511
3495	104536	194480
3496	104570	194458
3497	104601	194431
3498	104631	194401
3499	104662	194373
3500	104691	194341
3501	104720	194310
3502	104750	194280
3503	104779	194247
3504	104807	194215
3505	104838	194187
3506	104868	194157
3507	104898	194128
3508	104927	194096
3509	104957	194066
3510	104986	194034
3511	105017	194006
3512	105046	193976
3513	105077	193947
3514	105105	193914
3515	105133	193881
3516	105162	193848
3517	105186	193809
3518	105214	193776
3519	105247	193750
3520	105283	193732
3521	105311	193698
3522	105341	193668
3523	105368	193634
3524	105395	193599
3525	105424	193566
3526	105454	193537
3527	105483	193505
3528	105511	193472
3529	105537	193435
3530	105564	193399
3531	105592	193366
3532	105622	193337
3533	105651	193305
3534	105679	193272
3535	105705	193235
3536	105733	193202
3537	105762	193169
3538	105792	193140
3539	105822	193110
3540	105849	193075
3541	105875	193039
3542	105905	193009
3543	105934	192977
3544	105962	192943
3545	105989	192909
3546	106017	192876
3547	106046	192845
3548	106075	192813
3549	106103	192779
3550	106132	192748
3551	106162	192717
3552	106191	192686
3553	106221	192657
3554	106250	192625
3555	106292	192617
3556	106321	192585
3557	106350	192554
3558	106379	192522
3559	106407	192490
3560	106438	192462
3561	106469	192433
3562	106500	192405
3563	106528	192373
3564	106557	192341
3565	106586	192310
3566	106617	192281
3567	106648	192253
3568	106678	192224
3569	106710	192197
3570	106739	192167
3571	106768	192136
3572	106798	192106
3573	106826	192073
3574	106854	192039
3575	106884	192010
3576	106915	191981
3577	106943	191947
3578	106970	191912
3579	107002	191886
3580	107032	191856
3581	107060	191825
3582	107090	191794
3583	107120	191763
3584	107148	191731
3585	107176	191698
3586	107204	191664
3587	107232	191631
3588	107260	191599
3589	107295	191577
3590	107323	191545
3591	107349	191507
3592	107377	191474
3593	107403	191438
3594	107431	191404
3595	107458	191369
3596	107487	191337
3597	107515	191304
3598	107543	191270
3599	107570	191235
3600	107598	191203
3601	107625	191168
3602	107653	191135
3603	107683	191105
3604	107711	191072
3605	107738	191037
3606	107765	191001
3607	107794	190971
3608	107821	190935
3609	107849	190902
3610	107878	190872
3611	107909	190842
3612	107937	190809
3613	107965	190776
3614	107994	190744
3615	108022	190712
3616	108050	190678
3617	108080	190648
3618	108109	190618
3619	108140	190590
3620	108170	190560
3621	108200	190529
3622	108229	190499
3623	108257	190467
3624	108289	190440
3625	108324	190419
3626	108353	190387
3627	108382	190355
3628	108412	190326
3629	108443	190299
3630	108475	190272
3631	108503	190240
3632	108534	190211
3633	108564	190182
3634	108593	190149
3635	108621	190118
3636	108656	190096
3637	108686	190066
3638	108714	190034
3639	108744	190004
3640	108775	189975
3641	108807	189950
3642	108837	189920
3643	108870	189896
3644	108901	189867
3645	108929	189835
3646	108959	189804
3647	108988	189773
3648	109019	189745
3649	109049	189716
3650	109081	189690
3651	109109	189656
3652	109136	189622
3653	109162	189586
3654	109189	189550
3655	109218	189519
3656	109248	189489
3657	109275	189455
3658	109303	189421
3659	109336	189396
3660	109364	189363
3661	109392	189330
3662	109419	189295
3663	109446	189261
3664	109475	189229
3665	109505	189200
3666	109533	189166
3667	109560	189132
3668	109587	189097
3669	109613	189060
3670	109641	189027
3671	109668	188992
3672	109697	188961
3673	109726	188930
3674	109754	188896
3675	109780	188861
3676	109810	188830
3677	109836	188793
3678	109864	188761
3679	109893	188730
3680	109921	188697
3681	109949	188664
3682	109976	188629
3683	110005	188597
3684	110036	188570
3685	110065	188538
3686	110092	188503
3687	110122	188473
3688	110151	188442
3689	110183	188416
3690	110212	188385
3691	110239	188351
3692	110269	188321
3693	110299	188292
3694	110333	188267
3695	110365	188243
3696	110395	188213
3697	110422	188178
3698	110451	188147
3699	110481	188116
3700	110510	188085
3701	110541	188057
3702	110569	188025
3703	110598	187994
3704	110627	187962
3705	110658	187934
3706	110691	187909
3707	110722	187881
3708	110750	187849
3709	110780	187818
3710	110808	187786
3711	110840	187759
3712	110869	187729
3713	110899	187698
3714	110929	187669
3715	110956	187635
3716	110986	187604
3717	111016	187575
3718	111049	187550
3719	111078	187520
3720	111110	187493
3721	111138	187460
3722	111167	187428
3723	111193	187392
3724	111220	187358
3725	111251	187329
3726	111279	187297
3727	111307	187263
3728	111338	187236
3729	111371	187211
3730	111398	187177
3731	111425	187142
3732	111453	187110
3733	111480	187074
3734	111507	187040
3735	111536	187008
3736	111565	186976
3737	111593	186944
3738	111621	186911
3739	111648	186877
3740	111677	186846
3741	111706	186814
3742	111734	186781
3743	111762	186747
3744	111789	186714
3745	111820	186686
3746	111848	186653
3747	111876	186620
3748	111905	186589
3749	111932	186553
3750	111960	186520
3751	111989	186489
3752	112017	186457
3753	112048	186429
3754	112075	186394
3755	112103	186361
3756	112135	186335
3757	112164	186304
3758	112195	186275
3759	112227	186250
3760	112266	186235
3761	112296	186205
3762	112326	186176
3763	112357	186148
3764	112393	186128
3765	112422	186097
3766	112452	186066
3767	112484	186040
3768	112512	186008
3769	112541	185977
3770	112570	185946
3771	112599	185915
3772	112632	185889
3773	112662	185859
3774	112691	185829
3775	112724	185803
3776	112755	185777
3777	112786	185748
3778	112816	185718
3779	112846	185688
3780	112876	185658
3781	112904	185627
3782	112932	185594
3783	112963	185565
3784	112993	185536
3785	113023	185506
3786	113053	185477
3787	113084	185448
3788	113112	185415
3789	113138	185380
3790	113166	185346
3791	113193	185312
3792	113221	185279
3793	113252	185251
3794	113280	185218
3795	113306	185182
3796	113334	185150
3797	113361	185114
3798	113394	185091
3799	113421	185055
3800	113448	185021
3801	113475	184987
3802	113504	184955
3803	113532	184922
3804	113562	184893
3805	113591	184861
3806	113618	184828
3807	113646	184795
3808	113676	184765
3809	113704	184732
3810	113733	184700
3811	113761	184668
3812	113789	184635
3813	113816	184601
3814	113844	184568
3815	113873	184536
3816	113901	184503
3817	113928	184469
3818	113957	184438
3819	113985	184405
3820	114013	184372
3821	114041	184339
3822	114073	184313
3823	114102	184282
3824	114131	184251
3825	114161	184222
3826	114193	184195
3827	114224	184167
3828	114256	184140
3829	114289	184116
3830	114318	184084
3831	114347	184053
3832	114376	184023
3833	114418	184012
3834	114447	183981
3835	114474	183947
3836	114505	183919
3837	114535	183890
3838	114566	183861
3839	114596	183832
3840	114626	183802
3841	114656	183772
3842	114685	183741
3843	114714	183711
3844	114747	183685
3845	114778	183657
3846	114808	183628
3847	114841	183603
3848	114870	183571
3849	114897	183538
3850	114929	183510
3851	114958	183480
3852	114988	183451
3853	115018	183421
3854	115049	183392
3855	115079	183362
3856	115108	183331
3857	115136	183299
3858	115164	183267
3859	115193	183235
3860	115221	183202
3861	115249	183170
3862	115279	183140
3863	115307	183107
3864	115334	183073
3865	115362	183040
3866	115390	183006
3867	115425	182986
3868	115453	182952
3869	115481	182920
3870	115508	182886
3871	115536	182853
3872	115565	182821
3873	115594	182790
3874	115621	182756
3875	115650	182725
3876	115677	182691
3877	115704	182657
3878	115732	182624
3879	115761	182593
3880	115791	182562
3881	115819	182530
3882	115847	182498
3883	115876	182466
3884	115904	182433
3885	115932	182400
3886	115959	182366
3887	115987	182334
3888	116017	182304
3889	116045	182272
3890	116074	182240
3891	116105	182212
3892	116135	182183
3893	116165	182154
3894	116196	182126
3895	116226	182096
3896	116257	182068
3897	116286	182036
3898	116315	182006
3899	116346	181977
3900	116374	181944
3901	116404	181916
3902	116441	181896
3903	116470	181866
3904	116500	181835
3905	116531	181807
3906	116562	181780
3907	116592	181750
3908	116623	181722
3909	116652	181692
3910	116681	181660
3911	116711	181630
3912	116740	181599
3913	116770	181570
3914	116802	181543
3915	116833	181515
3916	116860	181481
3917	116891	181452
3918	116921	181423
3919	116952	181396
3920	116983	181367
3921	117013	181337
3922	117041	181306
3923	117072	181277
3924	117101	181245
3925	117128	181211
3926	117156	181179
3927	117183	181145
3928	117213	181114
3929	117242	181084
3930	117271	181052
3931	117299	181020
3932	117328	180989
3933	117357	180957
3934	117385	180926
3935	117413	180893
3936	117441	180860
3937	117482	180847
3938	117508	180812
3939	117535	180777
3940	117562	180744
3941	117590	180710
3942	117617	180677
3943	117646	180646
3944	117676	180616
3945	117704	180583
3946	117732	180550
3947	117759	180517
3948	117788	180485
3949	117818	180455
3950	117848	180426
3951	117879	180398
3952	117909	180369
3953	117937	180336
3954	117966	180305
3955	117997	180277
3956	118024	180243
3957	118052	180209
3958	118083	180182
3959	118113	180152
3960	118143	180122
3961	118172	180092
3962	118203	180064
3963	118233	180034
3964	118263	180005
3965	118293	179975
3966	118324	179948
3967	118355	179919
3968	118385	179889
3969	118415	179859
3970	118446	179832
3971	118482	179811
3972	118514	179785
3973	118548	179762
3974	118581	179737
3975	118614	179711
3976	118645	179683
3977	118674	179652
3978	118702	179620
3979	118734	179592
3980	118763	179562
3981	118794	179533
3982	118824	179505
3983	118855	179476
3984	118885	179447
3985	118915	179418
3986	118944	179387
3987	118974	179357
3988	119004	179327
3989	119034	179297
3990	119064	179267
3991	119093	179236
3992	119122	179205
3993	119152	179175
3994	119183	179147
3995	119211	179116
3996	119244	179089
3997	119273	179059
3998	119301	179027
3999	119330	178995
4000	119360	178965
4001	119388	178934
4002	119416	178901
4003	119443	178866
4004	119471	178833
4005	119507	178813
4006	119537	178783
4007	119566	178752
4008	119591	178716
4009	119620	178684
4010	119651	178656
4011	119680	178626
4012	119709	178594
4013	119736	178560
4014	119764	178527
4015	119793	178497
4016	119820	178463
4017	119849	178431
4018	119876	178398
4019	119904	178365
4020	119932	178332
4021	119962	178302
4022	119991	178272
4023	120020	178240
4024	120048	178208
4025	120078	178178
4026	120109	178150
4027	120139	178120
4028	120169	178092
4029	120199	178061
4030	120230	178033
4031	120260	178004
4032	120291	177976
4033	120321	177946
4034	120350	177916
4035	120379	177885
4036	120410	177857
4037	120440	177827
4038	120469	177796
4039	120498	177765
4040	120535	177745
4041	120563	177713
4042	120591	177681
4043	120621	177651
4044	120654	177625
4045	120683	177595
4046	120715	177567
4047	120744	177536
4048	120774	177508
4049	120805	177480
4050	120836	177451
4051	120870	177428
4052	120903	177402
4053	120936	177377
4054	120974	177359
4055	121006	177332
4056	121058	177336
4057	121093	177312
4058	121126	177287
4059	121163	177268
4060	121197	177244
4061	121231	177221
4062	121263	177193
4063	121297	177170
4064	121332	177149
4065	121365	177123
4066	121398	177097
4067	121431	177072
4068	121462	177044
4069	121498	177024
4070	121533	177000
4071	121573	176985
4072	121606	176960
4073	121636	176931
4074	121664	176898
4075	121691	176864
4076	121719	176832
4077	121747	176799
4078	121775	176766
4079	121804	176735
4080	121832	176703
4081	121861	176672
4082	121891	176643
4083	121922	176613
4084	121954	176587
4085	121985	176559
4086	122016	176531
4087	122043	176497
4088	122073	176468
4089	122103	176438
4090	122135	176411
4091	122164	176380
4092	122194	176350
4093	122224	176320
4094	122255	176292
4095	122284	176261
4096	122317	176235
4097	122347	176206
4098	122376	176175
4099	122407	176147
4100	122435	176114
4101	122463	176082
4102	122495	176055
4103	122523	176022
4104	122554	175995
4105	122590	175973
4106	122618	175940
4107	122647	175909
4108	122676	175878
4109	122706	175849
4110	122736	175820
4111	122767	175791
4112	122794	175757
4113	122826	175730
4114	122854	175698
4115	122883	175667
4116	122915	175640
4117	122946	175612
4118	122979	175586
4119	123008	175556
4120	123038	175526
4121	123066	175493
4122	123094	175461
4123	123122	175429
4124	123153	175399
4125	123180	175367
4126	123210	175336
4127	123239	175305
4128	123266	175272
4129	123295	175241
4130	123324	175209
4131	123351	175176
4132	123379	175143
4133	123407	175110
4134	123433	175075
4135	123461	175042
